utt_id,method,ref,hyp,conf,wer_%,is_score,is_tier,verdict,preserved,lost,verdict_raw,source
n66J1r2YZXo_1__24246ffb_00_000000_000141,hyp_mbr,and it's important to say kassaaa you have only two,is important to take action you have only two,0.641,40.0,3.71,4,P,struct+sem,key,P:struct+sem/-key,judged
n66J1r2YZXo_1__24246ffb_00_000000_000141,hyp_vote_score,and it's important to say kassaaa you have only two,is important to a why you have only two,0.6,40.0,3.71,4,P,key,detail,P:key/-detail,judged
n66J1r2YZXo_1__24246ffb_00_000000_000141,hyp_vote_conf,and it's important to say kassaaa you have only two,is important to of why you have only two,0.607,40.0,3.71,4,P,struct,key,P:struct/-key,judged
n6sWLbjU0RE_0__4b9f8392_00_000000_000091,baseline,g'day i'm all3nz welcome back to my youtube channel,and i'd probably say why spend some money on a tube now,0.4877346536765496,133.3,1.08,2,N,,,N,judged
n6sWLbjU0RE_0__4b9f8392_00_000000_000091,hyp_mbr,g'day i'm all3nz welcome back to my youtube channel,and i'm probably going to say why spend some money on a tube now,0.517,144.4,1.08,2,N,,,N,judged
n6sWLbjU0RE_0__4b9f8392_00_000000_000091,hyp_vote_score,g'day i'm all3nz welcome back to my youtube channel,and i'm probably say why spend some money on a tube now,0.565,122.2,1.08,2,N,,,N,judged
n6sWLbjU0RE_0__4b9f8392_00_000000_000091,hyp_vote_conf,g'day i'm all3nz welcome back to my youtube channel,and i'm probably say why spend some money on a time now,0.57,122.2,1.08,2,N,,,N,judged
n7sVkiRL-14_0__5f0017b2_00_000000_000091,baseline,fingerprint scanner they put in the home button of the newly redesigned,months later and they put the home button of the new iphone 6s and i,0.6894159475962321,75.0,2.66,3,P,key,detail,P:key/-detail,judged
n7sVkiRL-14_0__5f0017b2_00_000000_000091,hyp_mbr,fingerprint scanner they put in the home button of the newly redesigned,months later they put the home button of the new iphone 6s and i,0.599,66.7,2.66,3,P,struct,key,P:struct/-key,judged
n7sVkiRL-14_0__5f0017b2_00_000000_000091,hyp_vote_score,fingerprint scanner they put in the home button of the newly redesigned,months later and they put the home button of the new iphone 6s and i,0.629,75.0,2.66,3,P,struct,key,P:struct/-key,judged
n7sVkiRL-14_0__5f0017b2_00_000000_000091,hyp_vote_conf,fingerprint scanner they put in the home button of the newly redesigned,months later they put the home button of the new 6s and i,0.649,58.3,2.66,3,P,key,detail,P:key/-detail,judged
nB43iLGgRQA_0__77e7053b_00_000000_000091,baseline,anything about the new administration but i'm pretty sure they're working behind,anything about the new administration but i'm pretty sure you won't mind,0.8084012940526009,25.0,4.05,5,P,key+sem,detail,P:key+sem/-detail,judged
nB43iLGgRQA_0__77e7053b_00_000000_000091,hyp_mbr,anything about the new administration but i'm pretty sure they're working behind,anything about this new administration but i'm pretty sure you won't mind,0.69,33.3,4.05,5,P,key,detail,P:key/-detail,judged
nB43iLGgRQA_0__77e7053b_00_000000_000091,hyp_vote_score,anything about the new administration but i'm pretty sure they're working behind,anything about the new administration but i'm pretty sure you won't mind,0.656,25.0,4.05,5,P,struct,key,P:struct/-key,judged
nB43iLGgRQA_0__77e7053b_00_000000_000091,hyp_vote_conf,anything about the new administration but i'm pretty sure they're working behind,anything about new administration but i'm pretty sure you me mind,0.673,33.3,4.05,5,P,key+struct,detail,P:key+struct/-detail,judged
nBJK7ic314k_28__7578d6fc_00_000000_000090,baseline,text on her arm which happens to be simplified chinese,cancer's arm which happens to be the deep vein thrombosis arm,0.6673404804684899,80.0,1.88,2,P,struct,key,P:struct/-key,judged
nBJK7ic314k_28__7578d6fc_00_000000_000090,hyp_mbr,text on her arm which happens to be simplified chinese,cancer's arm which happens to be a deeply funded chain in the bushveld,0.623,100.0,1.88,2,P,struct,key,P:struct/-key,judged
nBJK7ic314k_28__7578d6fc_00_000000_000090,hyp_vote_score,text on her arm which happens to be simplified chinese,cancer's arm which happens to be the deep in the bushveld,0.595,80.0,1.88,2,P,sem,key,P:sem/-key,judged
nBJK7ic314k_28__7578d6fc_00_000000_000090,hyp_vote_conf,text on her arm which happens to be simplified chinese,cancer's arm which happens to be the chain in thrombosis arm,0.601,80.0,1.88,2,P,struct,key,P:struct/-key,judged
nED5S-vtdRs_0__4982ed08_00_000000_000135,baseline,and you start over again now let me go to dance with the counts,don't look good like hospital gowns,0.3453186514476935,100.0,0.47,1,N,,,N,judged
nED5S-vtdRs_0__4982ed08_00_000000_000135,hyp_mbr,and you start over again now let me go to dance with the counts,so good today i like hospitals and doctors,0.44,100.0,0.47,1,N,,,N,judged
nED5S-vtdRs_0__4982ed08_00_000000_000135,hyp_vote_score,and you start over again now let me go to dance with the counts,don't look good like hospital doctors,0.492,100.0,0.47,1,N,,,N,judged
nED5S-vtdRs_0__4982ed08_00_000000_000135,hyp_vote_conf,and you start over again now let me go to dance with the counts,i look good hospitals and doctors,0.491,100.0,0.47,1,N,,,N,judged
nFXWpdkMOVI_0__2be0910b_00_000000_000110,baseline,scale this is the cheapest best one i'll show you guys after,cell so that intership experience will ensure that everything,0.37913890928030014,100.0,0.81,1,N,,,N,judged
nFXWpdkMOVI_0__2be0910b_00_000000_000110,hyp_mbr,scale this is the cheapest best one i'll show you guys after,cell so that intership experience will ensure that everything,0.448,100.0,0.81,1,N,,,N,judged
nFXWpdkMOVI_0__2be0910b_00_000000_000110,hyp_vote_score,scale this is the cheapest best one i'll show you guys after,cell so that intership experience will ensure that everything,0.515,100.0,0.81,1,N,,,N,judged
nFXWpdkMOVI_0__2be0910b_00_000000_000110,hyp_vote_conf,scale this is the cheapest best one i'll show you guys after,cell so that intership experience will ensure that everything,0.512,100.0,0.81,1,N,,,N,judged
nIAJleGhCRE_9__24aec68d_00_000000_000075,baseline,implication of this feature,implications of this vision and,0.6510059654712677,75.0,2.35,3,P,key,detail,P:key/-detail,judged
nIAJleGhCRE_9__24aec68d_00_000000_000075,hyp_mbr,implication of this feature,implications of this vision and,0.618,75.0,2.35,3,P,key+sem,detail,P:key+sem/-detail,judged
nIAJleGhCRE_9__24aec68d_00_000000_000075,hyp_vote_score,implication of this feature,implications of this vision and,0.609,75.0,2.35,3,P,key,detail,P:key/-detail,judged
nIAJleGhCRE_9__24aec68d_00_000000_000075,hyp_vote_conf,implication of this feature,implications of this vision,0.64,50.0,2.35,3,P,key,detail,P:key/-detail,judged
nMZnNCmJ8vs_0__be0ad532_00_000000_000130,baseline,i do not know i don't know where your pencil is she said,what i'm talking about when i talk about being a man being a black man being an african american,0.5469918760814165,138.5,0.79,1,N,,,N,judged
nMZnNCmJ8vs_0__be0ad532_00_000000_000130,hyp_mbr,i do not know i don't know where your pencil is she said,what i'm talking about when i talk about being a man being a black man being an african american,0.535,138.5,0.79,1,N,,,N,judged
nMZnNCmJ8vs_0__be0ad532_00_000000_000130,hyp_vote_score,i do not know i don't know where your pencil is she said,what i'm talking about when i talk about being a man being a black man being an african american,0.574,138.5,0.79,1,N,,,N,judged
nMZnNCmJ8vs_0__be0ad532_00_000000_000130,hyp_vote_conf,i do not know i don't know where your pencil is she said,what i'm talking about when i talk about being a man being a black man being an african american,0.56,138.5,0.79,1,N,,,N,judged
nMd8KAQjYL0_0__9ec54093_00_000000_000357,baseline,sign right to find a point of reflection you're like woohoo i have a second unit now i'm free of having to use a table of values i'll never have to use a table of values again,,,100.0,0.0,1,N,,,auto-N,auto
nMd8KAQjYL0_0__9ec54093_00_000000_000357,hyp_mbr,sign right to find a point of reflection you're like woohoo i have a second unit now i'm free of having to use a table of values i'll never have to use a table of values again,,,100.0,0.0,1,N,,,auto-N,auto
nMd8KAQjYL0_0__9ec54093_00_000000_000357,hyp_vote_score,sign right to find a point of reflection you're like woohoo i have a second unit now i'm free of having to use a table of values i'll never have to use a table of values again,,,100.0,0.0,1,N,,,auto-N,auto
nMd8KAQjYL0_0__9ec54093_00_000000_000357,hyp_vote_conf,sign right to find a point of reflection you're like woohoo i have a second unit now i'm free of having to use a table of values i'll never have to use a table of values again,,,100.0,0.0,1,N,,,auto-N,auto
nNK0Xhp8Ui0_0__32224d9a_00_000000_000076,baseline,full frame width so just crop to 16 by 9,full frame what's your position right now,0.5852958607886519,80.0,1.7,2,P,phon,key,P:phon/-key,judged
nNK0Xhp8Ui0_0__32224d9a_00_000000_000076,hyp_mbr,full frame width so just crop to 16 by 9,full frame what's your position right now,0.556,80.0,1.7,2,P,struct,key,P:struct/-key,judged
nNK0Xhp8Ui0_0__32224d9a_00_000000_000076,hyp_vote_score,full frame width so just crop to 16 by 9,full frame what's your position right now,0.578,80.0,1.7,2,N,,,N,judged
nNK0Xhp8Ui0_0__32224d9a_00_000000_000076,hyp_vote_conf,full frame width so just crop to 16 by 9,full frame what's your position right now,0.579,80.0,1.7,2,N,,,N,judged
nPqaAgQWXR0_17__8e8538c5_00_000000_000154,baseline,beneficial regardless of whether you are performing or you're doing administration,that we're going to be able to,0.41450333608580486,100.0,0.77,1,N,,,N,judged
nPqaAgQWXR0_17__8e8538c5_00_000000_000154,hyp_mbr,beneficial regardless of whether you are performing or you're doing administration,we're going to be able to,0.468,100.0,0.77,1,N,,,N,judged
nPqaAgQWXR0_17__8e8538c5_00_000000_000154,hyp_vote_score,beneficial regardless of whether you are performing or you're doing administration,we're going to be able to,0.502,100.0,0.77,1,N,,,N,judged
nPqaAgQWXR0_17__8e8538c5_00_000000_000154,hyp_vote_conf,beneficial regardless of whether you are performing or you're doing administration,was going to you to,0.507,90.9,0.77,1,N,,,N,judged
nShL15d294s_1__4e456caf_00_000000_000078,baseline,we're doing everything we can to make our wood as environmentally,doing everything we can to make our world a better,0.8861680537462234,36.4,3.23,4,P,struct,key,P:struct/-key,judged
nShL15d294s_1__4e456caf_00_000000_000078,hyp_mbr,we're doing everything we can to make our wood as environmentally,doing everything we can to make our world a better,0.795,36.4,3.23,4,P,key+sem,detail,P:key+sem/-detail,judged
nShL15d294s_1__4e456caf_00_000000_000078,hyp_vote_score,we're doing everything we can to make our wood as environmentally,doing everything we can to make our world a better,0.689,36.4,3.23,4,P,struct,key,P:struct/-key,judged
nShL15d294s_1__4e456caf_00_000000_000078,hyp_vote_conf,we're doing everything we can to make our wood as environmentally,doing everything we can to make our world a better,0.692,36.4,3.23,4,P,struct,key,P:struct/-key,judged
nTxcgczNaQQ_11__abf12e2f_00_000000_000096,baseline,finally we beg for traveling mercies as we return home to,we pay for traveling merchants as we return their homes to,0.6534022729505192,45.5,3.2,4,P,struct+phon,key,P:struct+phon/-key,judged
nTxcgczNaQQ_11__abf12e2f_00_000000_000096,hyp_mbr,finally we beg for traveling mercies as we return home to,we pay for traveling merchants as we return their homes,0.603,45.5,3.2,4,P,key+sem,detail,P:key+sem/-detail,judged
nTxcgczNaQQ_11__abf12e2f_00_000000_000096,hyp_vote_score,finally we beg for traveling mercies as we return home to,we pay for traveling merchants as we return their homes,0.705,45.5,3.2,4,P,struct+sem,key,P:struct+sem/-key,judged
nTxcgczNaQQ_11__abf12e2f_00_000000_000096,hyp_vote_conf,finally we beg for traveling mercies as we return home to,we pay for traveling merchants as we to their homes,0.705,54.5,3.2,4,P,key+struct,detail,P:key+struct/-detail,judged
nZ7KQS2alWQ_1__90f984ac_00_000000_000301,baseline,it was nothing like that but when i got there and john paul courtier i seen all his clothes that he wanted me to wear i was like oh this ain't gonna be nothing like i have done before,it was nothing like that but i didn't when i got there and turned up on oj i said oh he's closed they won't be around i was like oh just tell me later like i haven't done before,0.6972210111144261,56.4,2.46,3,P,struct+sem,key,P:struct+sem/-key,judged
nZ7KQS2alWQ_1__90f984ac_00_000000_000301,hyp_mbr,it was nothing like that but when i got there and john paul courtier i seen all his clothes that he wanted me to wear i was like oh this ain't gonna be nothing like i have done before,it was nothing like that but i didn't when i got there and turned up on oj i said oh he's closed they won't be around i was like oh just tell me later like i haven't done before,0.623,56.4,2.46,3,P,struct+sem,detail,P:struct+sem/-detail,judged
