utt_id,ref,hyp_baseline,conf_baseline,wer_baseline,verdict_baseline,hyp_hyp_mbr,conf_hyp_mbr,wer_hyp_mbr,verdict_hyp_mbr,hyp_hyp_vote_score,conf_hyp_vote_score,wer_hyp_vote_score,verdict_hyp_vote_score,hyp_hyp_vote_conf,conf_hyp_vote_conf,wer_hyp_vote_conf,verdict_hyp_vote_conf
k9DZS9wkHak_1__3802c1a4_00_000000_000302,the banker and say hey i need that money now i've been given you extra payments can i get that and you lost your job he's going to say no way because it's too much risk on him,panic and say hey god i need that money now i've been given an eviction notice i'm going to get that and you lost your job it's going to say no way because there's too much stress on him and,0.7811715036630631,34.2,P,panic and say hey i need that money now i've been given an eviction notice i'm going to get that and you lost your job it's going to say no way because there's too much stress on him and,0.678,31.6,P,panic and say hey i need that money now i've been given an eviction notice i'm going to get that and you lost your job it's going to say no way because there's too much stress on him and,0.72,31.6,P,panic and say hey i need that money now i've been given an eviction notice i'm going to get that and you lost your job it's going to say no way because there's too much stress on him,0.726,28.9,P
kB8XqETIlxA_0__0f01a015_00_000000_000101,actually a very intelligent man who cares deeply,the key very clearly and no one cares at all,0.5560944899916649,100.0,N,the key very consistently and no one cares at all,0.538,100.0,N,the key very consistently and no one cares at all,0.61,100.0,N,the key very quiet and no one cares at all,0.613,100.0,P
kCd2g8XXS-M_0__b72f5abe_00_000000_000201,this name is alfred wenneger from joe's,your name is caffery wingard from zombie,0.5610097306115287,57.1,N,your name is caffery wingard from zombie,0.581,57.1,P,your name is caffery wingard from zombie,0.613,57.1,N,his name is caffery wagon from zombie,0.613,57.1,P
kD-MkcCjHQs_0__edf1dea7_00_000000_000102,the lord as to why and the lord shows him that saul,orchestra and the orchestra shows them this song,0.709782600402832,75.0,N,orchestra and the orchestra shows them this song,0.63,75.0,N,orchestra and the orchestra shows them this song,0.586,75.0,P,orchestra and the orchestra shows them this song,0.594,75.0,N
kF1bYXLysE4_18__aecbb455_00_000000_000073,wouldn't let their daughters and they had six daughters no sons wouldn't let them read,like their son is the last son or no sons we're going to get married,0.5405583351850509,86.7,P,like their son is the last son or no sons we're going to get married,0.532,86.7,P,like their son is the last son or no sons we're going to get married,0.535,86.7,P,like their son is the last son or no sons we're going to married,0.537,80.0,P
kG-z1EJdlPE_16__2f3131a4_00_000000_000273,add this delicious bacon in quotes sauce to any dish to wake it up check out our website for recipes from my family to yours have you had your drop,,,100.0,N,,,100.0,N,,,100.0,N,,,100.0,N
kNYEI0ydLxA_0__b7077d7d_00_000000_000359,i realized that he was saying everything that i wanted to say that i wanted to say to my mother that i wanted to say to the people in all of my classes in high school about how hard it was to be a certain way,i realized that he was saying everything that i wanted to say to my mother and to the people who took all of my classes in high school about how hard it was to be in a certain way and how,0.85010473466501,32.6,Y,i realized that he was saying everything that i wanted to say to my mother and to the people who took all of my classes in high school about how hard it was to be in a certain way and i,0.759,32.6,P,i realized that he was saying everything that i wanted to say to my mother and to the people who took all of my classes in high school about how hard it was to be in a certain way and i,0.728,32.6,P,i realized that he was saying everything that i wanted to say to my mother and to the people who took all of my classes in high school about how hard it was to be in a certain way and i,0.727,32.6,P
kNYEI0ydLxA_0__b7077d7d_01_000299_000407,it was to be a certain way and not be able to talk with people about it,wants to be in a certain way and i'll be able to talk with people about it,0.9016443280612721,23.5,P,wants to be in a certain way and i'll be able to talk with people about it,0.794,23.5,P,wants to be in a certain way and i'll be able to talk with people about it,0.667,23.5,P,wants to be in a certain way and i'll be able to talk with people about it,0.673,23.5,P
kNYEI0ydLxA_11__c6919a0c_00_000000_000190,and did he stoop to quibble could tell why the little buried mole continues blind why flesh that mirrors him must someday die,he didn't assume that rebecca was white through marie beauvoir he knew she was black why he fucked her must have died,0.4754700789397413,91.3,N,he didn't assume that rebecca was white through marie beauvoir he knew she was black why he fucked her must have died,0.506,91.3,N,he didn't assume that rebecca was white through marie beauvoir he knew she was black why he fucked her must have died,0.543,91.3,N,he didn't assume that rebecca was white through marie beauvoir he knew she was black why he fucked her must have die,0.532,87.0,N
kSmXRwJycMA_0__0435a4f2_00_000000_000277,the stop tongue technique is pretty difficult to learn so it's important that you isolate it and then as you play this faster and faster the stop tongue technique starts to become more of a bounce tongue technique,stop song technique is pretty difficult to learn so it's no surprise that you isolate and then as you play it faster and faster the stop song techniques starts to become more of a pound song technique,0.8176878787375785,26.3,Y,stop song technique is pretty difficult to learn so it's no surprise that you isolate and then as you play it faster and faster the stop song techniques starts to become more of a pound song technique,0.736,26.3,Y,stop song technique is pretty difficult to learn so it's no surprise that you isolate and then as you play it faster and faster the stop song techniques starts to become more of a pound circular technique,0.718,26.3,Y,stop song technique is pretty difficult to learn so it's no surprise that you isolate and then as you play it faster and faster the stop song techniques starts to become more of a circular technique,0.729,26.3,P
kT-eQjDzDTc_0__83f65d67_00_000000_000159,recover and cross rock recover and cross rock recover shove,self esteem to walk through a lot of doors that i didn't walk through before so thank you,0.40320276831173235,180.0,N,self esteem to walk through a lot of doors that i didn't walk through before so thank you,0.468,180.0,N,self esteem to walk through a lot of doors that i didn't walk through so thank you,0.559,170.0,N,self esteem to walk through a lot of doors that i didn't walk through so i you,0.549,170.0,N
kTQ4xi3dLZ8_10__95eacf72_00_000000_000090,both people are atheists they're just different kinds,people are at the edge of their seat,0.6789300329983234,87.5,P,people are at the edge of their,0.623,75.0,P,people are at the edge of their,0.686,75.0,N,people are at the edge of their,0.685,75.0,P
kXvKa4CU18E_16__461b3cb7_00_000000_000270,but let's be honest here for a moment i started a photography shooting film the workflow,let's be honest for a moment alice in wonderland is a children's film the word of,0.6775664389133453,62.5,P,let's be honest for a moment alice in wonderland is a children's film the word of,0.614,62.5,N,let's be honest for a moment alice in wonderland is a children's film the word of,0.621,62.5,P,let's be honest for a moment alice in wonderland is a children's film the word of,0.628,62.5,P
kj5O0sRXSlQ_4__217a9b42_00_000000_000104,force yourself to make that next move,force itself to make that next move to,0.7577863857150078,28.6,Y,force itself to make that next move to,0.683,28.6,Y,force itself to make that next move to,0.636,28.6,Y,forced itself to make that next move,0.661,28.6,P
kmfAM8kQrjU_0__d00b8585_00_000000_000214,crop loss because it would burn up the crops it would cause eye disease because your pupils would open up and it would allow the uv rays to get in,cause these remarkable gaps it will cause gas to leak into the supernovae will open up and we can then serve the amazing,0.6514804972254712,86.7,N,cause these remarkable gaps it will cause gas to leak into the supernovae will open up and we can then serve the amazing,0.593,86.7,N,cause these remarkable gaps it will cause gas to leak into the supernovae will open up and we can then serve the amazing,0.624,86.7,N,cause these remarkable gaps it will cause gas to leak into the supernovae will open up and we can then serve the amazing,0.625,86.7,P
