utt_id,display_name,ref,hyp,hyp_tagged,wer_%,wwer_%,nea_recall_%,nea_precision_%,nea_f1_%,missed_entities,semantic_sim,phonetic_sim,phonetic_matches,phonetic_near_misses,length_ratio,intelligibility_score,intelligibility_tier,intelligibility_label,context_recoverable,context_reason,llm_context_prob,llm_context_reason,failure_mode,success_pattern,topic,ref_words
qZ1MlnLkfYw_7__abe1d21e_00_000000_000271,qZ1MlnLkfYw_7__abe1d21e,control the light on the flash okay so first things first why is it bad that this flash pops up and ruins most people's photos,control the light on the flash so first of all why is it bad that this flash pops up and ruins most people's photos so,control:ok the:ok light:ok on:ok the:ok flash:ok so:rep first:rep of:ins all:ins why:rep is:rep it:rep bad:rep that:rep this:rep flash:rep pops:rep up:rep and:rep ruins:rep most:rep people's:rep photos:rep so:rep,16.0,25.0,91.7,100.0,95.7,things,0.9865,0.8800,0,0,1.000,4.570,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Other,25
qbSxADAbyXI_4__563e34b3_00_000000_000359,qbSxADAbyXI_4__563e34b3 - Part 1,and this was at a time when you didn't get divorced i mean even now it's difficult in india to get divorced now here she was a 16 year old woman and my aunt at that time was eighth grade pass,and the news at that time knew she didn't get a divorce but even now as a divorced woman she was a 16 year old woman and i mean in my case at the time it was like the real housewives,and:ok the:ins news:ins at:ok that:rep time:ok knew:ins she:rep didn't:ok get:ok a:rep divorce:ins but:ins even:ok now:ok as:ins a:rep divorced:rep woman:rep she:rep was:rep a:rep 16:rep year:rep old:rep woman:rep and:rep i:rep mean:rep in:rep my:rep case:ins at:rep the:ins time:rep it:ins was:rep like:ins the:ins real:ins housewives:ins,63.4,83.1,75.0,100.0,85.7,india,0.5262,0.6220,0,11,1.000,3.034,4,Good,False,content_destroyed,0.800,semantic_plus_phonetic,,Entities Preserved,Other,41
qbSxADAbyXI_4__563e34b3_01_000299_000447,qbSxADAbyXI_4__563e34b3 - Part 2,my aunt at that time was 8th grade pass and what she did which at that time was,at that time was like 30 bucks and what she did was she took that time to,at:rep that:rep time:rep was:rep like:ins 30:ins bucks:ins and:rep what:rep she:rep did:rep was:rep she:rep took:ins that:rep time:rep to:ins,50.0,48.0,33.3,40.0,36.4,"8th, aunt, grade, pass",0.4410,0.6944,0,5,0.944,2.916,3,Fair,True,marginal_recoverable,0.750,good_overlap_coherent,Accumulated Small Errors,,Other,18
qfVQR043fug_0__7997d748_00_000000_000167,qfVQR043fug_0__7997d748,you the list of windows that you have available to resume your screen session you type screen r and to exit,list of wind turbines available so this global transition could take 20 years and take,list:rep of:rep wind:ins turbines:ins available:rep so:ins this:ins global:ins transition:ins could:ins take:ins 20:ins years:ins and:rep take:ins,81.0,81.2,20.0,22.2,21.1,"exit, have, r, resume, screen, session, type, windows",0.0196,0.3095,0,5,0.714,1.238,2,Poor,False,content_destroyed,0.300,marginal,Phonetically Similar but Wrong Topic,,Technology,21
qmlbjjLgVPA_10__a4cd3cf6_00_000000_000180,qmlbjjLgVPA_10__a4cd3cf6,i like salt in my chocolate so i use my seaweed salt the cheney cabot seaweed salt so there are your basic ingredients,i'd like to talk to you about chocolate so what i'm going to do is see if we can change that perception with the basic theory is,i'd:ins like:ok to:ins talk:ins to:ins you:ins about:ins chocolate:rep so:rep what:ins i'm:ins going:ins to:ins do:ins is:ins see:ins if:ins we:ins can:ins change:ins that:ins perception:ins with:ins the:rep basic:rep theory:ins is:ins,100.0,78.9,0.0,100.0,0.0,cheney,0.2095,0.3696,0,7,1.174,1.363,2,Poor,False,content_destroyed,0.300,marginal,Entity Destruction,,Cooking/Food,23
qnFAJH9WO1s_21__44c87ea1_00_000000_000096,qnFAJH9WO1s_21__44c87ea1,or national agencies charged with determining asylum claims,all national agencies charged with terminating asylum claims,all:ins national:ok agencies:ok charged:ok with:ok terminating:ins asylum:ok claims:ok,25.0,21.4,83.3,83.3,83.3,determining,0.7507,0.8750,0,2,1.000,4.287,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Politics/News,8
qoOU4077l9M_0__6e05c7d6_00_000000_000093,qoOU4077l9M_0__6e05c7d6,so you can't just be an idiot and just start,so you can't just be the key that unlocks the door,so:ok you:ok can't:ok just:ok be:ok the:ins key:ins that:ins unlocks:ins the:ins door:ins,60.0,62.5,50.0,40.0,44.4,"idiot, start",0.4421,0.6000,0,2,1.100,2.689,3,Fair,False,insufficient_signal,0.750,good_overlap_coherent,Content Word Errors,,Entertainment,10
qtO4QPKdX88_7__82d4f7e7_00_000000_000225,qtO4QPKdX88_7__82d4f7e7,things like a little wire splitter here that allows me to send one signal into two different pieces of led tape and some extension cables as well so i can run the tape down the length of my truss,things like a little wire splitter that allows me to send one signal into two different pieces of editing tape and some extension tables as well so i can run the tape down the length of my trust,things:ok like:ok a:ok little:ok wire:ok splitter:ok that:rep allows:rep me:rep to:rep send:rep one:rep signal:rep into:rep two:rep different:rep pieces:rep of:rep editing:ins tape:rep and:rep some:rep extension:rep tables:ins as:rep well:rep so:rep i:rep can:rep run:rep the:rep tape:rep down:rep the:rep length:rep of:rep my:rep trust:ins,10.3,12.3,100.0,100.0,100.0,,0.7881,0.9231,0,2,0.974,4.663,5,Excellent,True,low_wer,1.000,near_perfect,,"Minor Errors, High Semantic Match",Other,39
r-p-vD80YXg_0__8facf88d_00_000000_000311,r-p-vD80YXg_0__8facf88d,you can see that siri wants you to enter your passcode so if you're not already logged in or you don't know the passcode you're not going to be able to open the front door with a lost or stolen phone,and you can see ciera wants to enter your passcode so if you're not already logged in or you don't know the passcode you are not going to be able to open the front door with a lost or stolen phone,and:ins you:rep can:rep see:rep ciera:ins wants:ok to:rep enter:rep your:rep passcode:rep so:rep if:rep you're:rep not:rep already:rep logged:rep in:rep or:rep you:rep don't:rep know:rep the:rep passcode:rep you:rep are:ins not:ok going:ok to:ok be:ok able:ok to:ok open:ok the:ok front:ok door:ok with:ok a:ok lost:ok or:ok stolen:ok phone:ok,14.6,18.0,93.8,93.8,93.8,siri,0.7097,0.9268,0,2,1.000,4.448,5,Excellent,True,low_wer,1.000,near_perfect,,"Minor Errors, High Semantic Match",Technology,41
r3jHQfzMJps_0__3046757e_00_000000_000091,r3jHQfzMJps_0__3046757e,iusb port camera 2 the only difference is that the camera is not a single camera the only difference is that the camera is a single camera,so let's start with the very,so:ins let's:ins start:ins with:ins the:ok very:ins,96.3,97.9,0.0,100.0,0.0,"2, iusb, port",0.1208,0.0556,0,1,0.222,0.429,1,Failed,False,length_mismatch,0.100,length_mismatch,Truncation,,Technology,27
r5TvTH3GOdc_1__a6edc15a_00_000000_000211,r5TvTH3GOdc_1__a6edc15a,probably 90 chance of that happening and then there is the camera probably the biggest question mark ever,probably 90 percent chance of that happening and then there is the camera probably the biggest question mark ever,probably:ok 90:ok percent:ins chance:rep of:rep that:rep happening:rep and:rep then:rep there:rep is:rep the:rep camera:rep probably:rep the:rep biggest:rep question:rep mark:rep ever:rep,5.6,6.2,100.0,50.0,66.7,,0.9887,1.0000,0,0,1.056,4.620,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Technology,18
r5cNwNqfXYY_13__21783d5b_00_000000_000232,r5cNwNqfXYY_13__21783d5b,discovered a passion for sitting in a bathtub full of 20 bills while pouring gold coins and gemstones on your head,even a passion or a hobby like needlepoint or something like that girls going into the gym i was like no,even:ins a:ok passion:ok or:ins a:rep hobby:ins like:ins needlepoint:ins or:ins something:ins like:ins that:ins girls:ins going:ins into:ins the:ins gym:ins i:ins was:ins like:ins no:ins,90.5,88.6,0.0,100.0,0.0,20,0.3074,0.3571,1,7,1.000,1.627,2,Poor,False,content_destroyed,0.300,marginal,Entity Destruction,,Other,21
r6Nn3gxFw28_0__f080817a_00_000000_000131,r6Nn3gxFw28_0__f080817a,and all of those things that have existed for 20 years and in fact i've been out there either as an attendee,all of those cases have events over 20 years in fact many are out there 100 years etc,all:rep of:rep those:rep cases:ins have:rep events:ins over:ins 20:rep years:rep in:rep fact:rep many:ins are:ins out:rep there:rep 100:ins years:rep etc:ins,54.5,45.7,100.0,66.7,80.0,,0.3335,0.5455,0,4,0.818,2.862,3,Fair,True,marginal_recoverable,0.400,partial_overlap,Content Word Errors,,Other,22
r8b26kbje5s_3__bfb9c721_00_000000_000120,r8b26kbje5s_3__bfb9c721,16mp camera overall is a pretty good shooter but not so much that instant mode,a picture camera overall it's a pretty good sugar but not so much that it has them both,a:rep picture:ins camera:rep overall:rep it's:ins a:rep pretty:rep good:rep sugar:ins but:rep not:rep so:rep much:rep that:rep it:ins has:ins them:ins both:ins,53.3,36.0,60.0,66.7,63.2,"16mp, instant, mode, shooter",0.3456,0.8000,0,4,1.200,3.012,4,Good,True,marginal_recoverable,0.550,phonetic_bridge_semantic,,Phonetically Preserved,Technology,15
rIIWEYhPdbs_16__f420801b_00_000000_000304,rIIWEYhPdbs_16__f420801b,have these phones they can also use your website in order to select a phone number so they can receive calls as well on their ip phone or adapter these phone numbers are very useful,these phones it can also use a website in order to select a phone number so they can receive calls as well on their ipod phone for example these phone numbers,these:rep phones:rep it:ins can:rep also:rep use:rep a:rep website:rep in:rep order:rep to:rep select:rep a:rep phone:rep number:rep so:rep they:rep can:rep receive:rep calls:rep as:rep well:rep on:rep their:rep ipod:ins phone:rep for:ins example:ins these:rep phone:rep numbers:rep,25.7,25.5,72.2,86.7,78.8,"adapter, have, ip, useful, very",0.7892,0.8000,0,4,0.886,4.132,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,Phonetically Preserved,Technology,35
rJFBlBm3BjM_16__f77c7930_00_000000_000160,rJFBlBm3BjM_16__f77c7930,reason it shouldn't be your first ocarina this is an excellent ocarina that will grow with you as a player,say it shouldn't be your first concrete this is the day that concreting will grow with you as a player,say:ins it:ok shouldn't:ok be:ok your:ok first:ok concrete:ins this:ok is:ok the:ins day:ins that:rep concreting:ins will:ok grow:ok with:ok you:ok as:ok a:ok player:ok,30.0,46.4,50.0,37.5,42.9,"excellent, ocarina, reason",0.4643,0.8000,0,2,1.000,3.282,4,Good,True,marginal_recoverable,0.950,strong_structure_match,,Phonetically Preserved,Sports/Fitness,20
rKnjdmXan14_14__010af7fb_00_000000_000128,rKnjdmXan14_14__010af7fb,economic downturns you've got to focus on what you spend your money on,economic downturn you've got to focus on where you spend your money on,economic:ok downturn:ins you've:ok got:ok to:ok focus:ok on:ok where:ins you:ok spend:ok your:ok money:ok on:ok,15.4,25.0,83.3,83.3,83.3,downturns,0.9682,0.9231,0,2,1.000,4.514,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Business/Finance,13
rLatQdzLXHM_2__d6cf7206_00_000000_000300,rLatQdzLXHM_2__d6cf7206 - Part 1,and furthermore all the nisam the wondrous remarkable nisam the klaali sral had that was bestowed upon them from the time they left mithra,and furthermore who said this system wasn't just a remarkable system it was a dangerous system as i was misinterpreted from the top down from the,and:ok furthermore:ok who:ins said:ins this:ins system:ins wasn't:ins just:ins a:ins remarkable:rep system:ins it:ins was:rep a:ins dangerous:ins system:ins as:ins i:ins was:rep misinterpreted:ins from:rep the:rep top:ins down:ins from:rep the:rep,87.5,80.0,0.0,100.0,0.0,"klaali, sral",0.1138,0.4167,0,8,1.083,1.411,2,Poor,False,content_destroyed,0.300,marginal,Phonetically Similar but Wrong Topic,,Other,24
rLatQdzLXHM_2__d6cf7206_01_000250_000363,rLatQdzLXHM_2__d6cf7206 - Part 2,them from the time they left mid shrine the great wondrous nisan,there were times i left the trail to create water systems,there:ins were:ins times:ins i:ins left:rep the:rep trail:ins to:ins create:ins water:ins systems:ins,91.7,94.7,14.3,14.3,14.3,"great, mid, nisan, shrine, time, wondrous",0.1201,0.3333,0,6,0.917,1.323,2,Poor,False,content_destroyed,0.100,no_semantic_no_overlap,Phonetically Similar but Wrong Topic,,Cooking/Food,12
rO9xaCcVDN4_0__5a2d8787_00_000000_000335,rO9xaCcVDN4_0__5a2d8787,i'm right now plans every single one of them has said and you know what now that i'm here i've realized what the hell was i waiting for and there's a massive misconception with,we're running up against every single one of them at the same time so you walk out there and meet them and realize what they're looking for and there was some massive misconception with,we're:ins running:ins up:ins against:ins every:ok single:ok one:ok of:ok them:ok at:ins the:rep same:ins time:ins so:ins you:rep walk:ins out:ins there:ins and:rep meet:ins them:rep and:rep realize:ins what:rep they're:ins looking:ins for:rep and:rep there:ins was:rep some:ins massive:ok misconception:ok with:ok,73.5,65.5,100.0,100.0,100.0,,0.4152,0.4853,0,9,1.000,2.932,3,Fair,False,insufficient_signal,0.400,partial_overlap,High Error Rate,,Other,34
rS9EJ8LEoZo_1__305de308_00_000000_000115,rS9EJ8LEoZo_1__305de308,that tastes good and my desire for something that feels helpful in my body,tender and my desire for something that feels helpful in my body of,tender:ins and:rep my:rep desire:rep for:rep something:rep that:rep feels:rep helpful:rep in:rep my:rep body:rep of:ins,28.6,35.0,66.7,80.0,72.7,"good, tastes",0.6647,0.7857,0,0,0.929,3.831,4,Good,True,semantic_coherent,0.950,strong_structure_match,,Phonetically Preserved,Other,14
rUoLREstBNw_10__ab15f1b8_00_000000_000098,rUoLREstBNw_10__ab15f1b8,and her everything we were in a teepee out in the,our everything we realize how important it is to,our:ins everything:rep we:rep realize:ins how:ins important:ins it:ins is:ins to:ins,81.8,83.3,0.0,0.0,0.0,teepee,0.3016,0.4091,0,5,0.818,1.626,2,Poor,False,content_destroyed,0.300,marginal,Entity Destruction,,Other,11
raQV7EQdHlM_4__6d3519f7_00_000000_000222,raQV7EQdHlM_4__6d3519f7,red is spelled r e d great job we did it,way to spell the r great job we did,way:ins to:ins spell:ins the:ins r:rep great:rep job:rep we:rep did:rep,63.6,56.0,0.0,100.0,0.0,"e, r, red",0.6043,0.5909,0,3,0.818,2.548,3,Fair,True,semantic_coherent,0.900,high_semantic_good_overlap,Entity Destruction,,Cooking/Food,11
raVBXFE9PI8_8__80696af8_00_000000_000256,raVBXFE9PI8_8__80696af8,and introductions will serve you well on many levels so here's the bottom line having a referral marketing program is the only market,and introduction will serve the well on many levels so here's the bottom line having a referral marketing program is the only,and:ok introduction:ins will:ok serve:ok the:rep well:ok on:ok many:ok levels:ok so:ok here's:ok the:ok bottom:ok line:ok having:ok a:ok referral:ok marketing:ok program:ok is:ok the:ok only:ok,13.0,20.5,86.7,92.9,89.7,"introductions, market",0.9216,0.9130,0,2,0.957,4.574,5,Excellent,True,low_wer,1.000,near_perfect,,"Minor Errors, High Semantic Match",Technology,23
rcLS6J9QT0E_0__f1d2346e_00_000000_000097,rcLS6J9QT0E_0__f1d2346e,the i02xpress usb audio interface,is the ioto express usb on the rear face,is:ins the:rep ioto:ins express:ins usb:rep on:ins the:rep rear:ins face:ins,140.0,90.9,0.0,100.0,0.0,i02xpress,0.3192,0.5000,0,1,1.800,1.063,2,Poor,False,hallucination,0.400,partial_overlap,Hallucination,,Other,5
reSd896awKk_0__ce99a8e2_00_000000_000073,reSd896awKk_0__ce99a8e2,center of a picture to give you an even pattern of light,official to give you an even better photo for it,official:ins to:rep give:rep you:rep an:rep even:rep better:ins photo:ins for:ins it:ins,66.7,61.1,33.3,40.0,36.4,"center, light, pattern, picture",0.3705,0.5417,0,3,0.833,2.391,3,Fair,False,insufficient_signal,0.400,partial_overlap,Content Word Errors,,Other,12
rmCQWFP8oPk_0__f550b5b5_00_000000_000090,rmCQWFP8oPk_0__f550b5b5,oxygen to breathe and the other one is what happens,to breathe and the other one is what happens,to:rep breathe:rep and:rep the:rep other:rep one:rep is:rep what:rep happens:rep,10.0,11.8,100.0,100.0,100.0,,0.8227,0.9000,0,0,0.900,4.646,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Cooking/Food,10
